Kiosk ID,Kiosk Name,Go Live Date,Region ,Status,Latitude,Longitude
4136,Waterfront Park (West),7/31/2017,Port of LA,Inactive,33.771759,-118.276543
4138,Old Pasadena,7/14/2017,Pasadena,Inactive,34.145691,-118.148239
4142,Pasadena Convention Center,7/14/2017,Pasadena,Inactive,34.144588,-118.144592
4144,Cordova & Lake,7/14/2017,Pasadena,Inactive,34.142399,-118.132652
4146,City Hall West,7/14/2017,Pasadena,Inactive,34.147831,-118.145042
4147,Fair Oaks & Mercantile Alley,7/14/2017,Pasadena,Inactive,34.145248,-118.150070
4148,Pasadena Central Library,7/14/2017,Pasadena,Inactive,34.149670,-118.145111
4149,Arroyo Parkway & Bellevue,7/14/2017,Pasadena,Inactive,34.138210,-118.147079
4150,Villa Parke,7/14/2017,Pasadena,Inactive,34.154270,-118.142151
4151,Los Robles & Cordova,7/14/2017,Pasadena,Inactive,34.142361,-118.141510
4152,Pasadena Museum,7/14/2017,Pasadena,Inactive,34.149712,-118.160172
4153,Rose Bowl,7/14/2017,Pasadena,Inactive,34.156181,-118.166687
4154,Fair Oaks & Peoria,7/14/2017,Pasadena,Inactive,34.156120,-118.151192
4155,Lake & Union,7/14/2017,Pasadena,Inactive,34.147812,-118.132217
4156,Madison & Walnut,7/14/2017,Pasadena,Inactive,34.149910,-118.138390
4157,Lake & Del Mar,7/14/2017,Pasadena,Inactive,34.140999,-118.132088
4158,Lake & California,7/14/2017,Pasadena,Inactive,34.135250,-118.132370
4159,Pasadena City College,7/14/2017,Pasadena,Inactive,34.145901,-118.116539
4160,Fillmore Station,7/14/2017,Pasadena,Inactive,34.133011,-118.148560
4162,Memorial Park Station,7/14/2017,Pasadena,Inactive,34.147499,-118.148010
4163,Lake & Locust,7/14/2017,Pasadena,Inactive,34.150471,-118.132019
4165,Del Mar Station,7/14/2017,Pasadena,Inactive,34.141750,-118.149063
4166,Colorado & Hill,7/14/2017,Pasadena,Inactive,34.145908,-118.121750
4167,Pasadena & Dayton,7/14/2017,Pasadena,Inactive,34.143822,-118.154099
4169,Oakland & Union,7/14/2017,Pasadena,Inactive,34.146961,-118.139839
4170,Lake & Merrett,7/14/2017,Pasadena,Inactive,34.160709,-118.132401
4174,Fair Oaks & Hammond,7/14/2017,Pasadena,Inactive,34.165291,-118.150970
4176,Caltech East,7/14/2017,Pasadena,Inactive,34.137859,-118.122414
4177,Madison & Colorado,7/14/2017,Pasadena,Inactive,34.144981,-118.138260
4180,Caltech West,7/21/2017,Pasadena,Inactive,34.137951,-118.128502
4181,Oak Knoll & Colorado,7/14/2017,Pasadena,Inactive,34.146221,-118.135262
4183,Catalina & Colorado,7/14/2017,Pasadena,Inactive,34.146069,-118.129181
4194,Union Station East,7/25/2017,DTLA,Inactive,34.056702,-118.231392
4202,Abbot Kinney & Cadiz,7/7/2017,Westside,Active,33.991161,-118.468292
4204,Washington & Abbot Kinney,7/7/2017,Westside,Active,33.988419,-118.451630
4205,Venice & Lincoln,7/7/2017,Westside,Active,33.993771,-118.453667
4206,California & Lincoln,7/7/2017,Westside,Active,33.998341,-118.461014
4207,Rose & 7th,7/7/2017,Westside,Active,34.000881,-118.468910
4208,Rose & Rennie,7/7/2017,Westside,Active,33.998680,-118.472977
4209,Rose & Main,7/7/2017,Westside,Active,33.996239,-118.477448
4210,Ocean Front Walk & North Venice,7/7/2017,Westside,Active,33.984341,-118.471550
4211,Pacific & North Venice,7/7/2017,Westside,Active,33.984928,-118.469963
4212,Windward & Main,7/7/2017,Westside,Active,33.988129,-118.471741
4213,7th & Westminster,7/7/2017,Westside,Active,33.995369,-118.464798
4214,Ocean Front Walk & Navy,7/7/2017,Westside,Active,33.995560,-118.481552
4215,Downtown Santa Monica E Line Station,7/7/2017,Westside,Active,34.014309,-118.491341
4216,17th St / SMC E Line Station,7/7/2017,Westside,Active,34.023392,-118.479637
4217,Broadway & 11th,7/7/2017,DTLA,Active,34.040310,-118.258270
4220,Park & Echo Park,9/28/2017,DTLA,Active,34.074829,-118.258728
4227,Grand / LATTC,12/15/2017,DTLA,Active,34.029800,-118.270309
4245,University & Hoover,7/8/2018,DTLA,Active,34.024040,-118.283409
4246,32nd & Figueroa,7/3/2018,DTLA,Active,34.023708,-118.279167
4247,25th & Vermont,5/29/2019,DTLA,Active,34.033642,-118.291313
4248,29th & Ellendale,7/2/2018,DTLA,Active,34.028351,-118.288673
4249,Figueroa & McCarthy Way,6/29/2018,DTLA,Active,34.020302,-118.281181
4250,Severance & Adams,7/9/2018,DTLA,Active,34.030170,-118.280952
4254,Hoover & 29th,6/28/2018,DTLA,Active,34.028679,-118.284111
4255,Seabluff & Runway,3/26/2021,Westside,Active,33.973660,-118.422859
4266,28th & Figueroa,11/29/2018,DTLA,Active,34.026291,-118.277687
4267,28th & University,8/23/2018,DTLA,Active,34.027618,-118.280678
4273,Hoover & 32nd,10/8/2018,DTLA,Active,34.025860,-118.284103
4275,Expo Park/LAFC,12/18/2018,DTLA,Active,34.012520,-118.285896
4276,Mariachi Plaza,12/2/2018,DTLA,Inactive,34.047390,-118.218849
4285,Metro Bike Share Free Bikes,2/27/2019,Free Bikes,Inactive,0.000000,0.000000
4286,Metro Bike Share Out of Service Area Smart Bike,2/27/2019,Free Bikes,Inactive,0.000000,0.000000
4293,Westlake & 3rd,1/25/2019,DTLA,Active,34.062279,-118.271523
4300,Union & Olympic,1/24/2019,DTLA,Active,34.048870,-118.274300
4301,Maubert & Vermont,6/18/2019,DTLA,Active,34.099049,-118.291496
4302,Vermont Pl & Vermont,6/19/2019,DTLA,Inactive,34.092491,-118.291443
4303,Sunset & Virgil,6/18/2019,DTLA,Active,34.098011,-118.287071
4304,Shatto Pl & Wilshire,1/28/2019,DTLA,Active,34.062580,-118.290092
4306,8th & Vermont,1/29/2019,DTLA,Active,34.057652,-118.292183
4311,7th & Berendo,2/7/2019,DTLA,Active,34.059689,-118.294662
4312,4th & Vermont,2/7/2019,DTLA,Active,34.066990,-118.290878
4313,Westlake/Macarthur Park Station,2/6/2019,DTLA,Active,34.056808,-118.275002
4314,7th & Park View,2/8/2019,DTLA,Active,34.057709,-118.279762
4315,Union & 7th,2/6/2019,DTLA,Active,34.054031,-118.270920
4321,Expo & Bundy,7/22/2020,Westside,Inactive,34.031399,-118.453629
4322,Venice & Inglewood,2/27/2019,Westside,Inactive,34.005871,-118.429161
4323,Venice & Beethoven,2/27/2019,Westside,Inactive,33.999580,-118.441360
4324,Palms & Motor,2/27/2019,Westside,Inactive,34.026550,-118.408463
4325,Venice & Clarington,2/27/2019,Westside,Inactive,34.022518,-118.400589
4328,Sepulveda & Palms,2/27/2019,Westside,Inactive,34.020061,-118.422684
4329,Palms & National,2/27/2019,Westside,Inactive,34.029121,-118.403168
4330,Bagley & Venice,2/27/2019,Westside,Inactive,34.025688,-118.395302
4331,Venice & Colonial,2/27/2019,Westside,Inactive,34.003510,-118.434380
4332,National & Motor,2/27/2019,Westside,Inactive,34.029480,-118.410469
4333,Venice & Walgrove,2/27/2019,Westside,Inactive,33.997231,-118.445969
4334,Venice & Motor,2/27/2019,Westside,Inactive,34.020180,-118.404030
4335,Venice & Hughes,2/27/2019,Westside,Inactive,34.023392,-118.399223
4336,Barrington & National,2/28/2019,Westside,Inactive,34.022449,-118.438332
4337,Inglewood & Braddock,5/22/2019,Westside,Inactive,33.993019,-118.414909
4338,Sepulveda & Venice,7/2/2019,Westside,Inactive,34.013760,-118.417801
4339,Westwood & National,3/21/2019,Westside,Inactive,34.030380,-118.420921
4340,17th St / SMC Expo Line Station,2/27/2019,Westside,Inactive,34.023380,-118.479637
4341,7th & Westminster,2/27/2019,Westside,Inactive,33.995300,-118.464844
4342,Abbot Kinney & Cadiz,2/27/2019,Westside,Inactive,33.991161,-118.468292
4343,California & Lincoln,2/27/2019,Westside,Inactive,33.998322,-118.460983
4344,Downtown Santa Monica Expo Line Station,2/27/2019,Westside,Inactive,34.014309,-118.491341
4345,Ocean Front Walk & Navy,2/27/2019,Westside,Inactive,33.995579,-118.481422
4346,Ocean Front Walk & North Venice,2/27/2019,Westside,Inactive,33.984341,-118.471550
4347,Pacific & North Venice,2/27/2019,Westside,Inactive,33.984928,-118.469963
4348,Rose & 7th,2/27/2019,Westside,Inactive,34.000881,-118.468910
4349,Rose & Main,2/27/2019,Westside,Inactive,33.996239,-118.477448
4350,Rose & Rennie,2/27/2019,Westside,Inactive,33.998600,-118.472977
4351,Venice & Lincoln,2/27/2019,Westside,Inactive,33.993729,-118.453560
4352,Washington & Abbot Kinney,2/27/2019,Westside,Inactive,33.988419,-118.451630
4353,Windward & Main,2/27/2019,Westside,Inactive,33.988129,-118.471741
4354,Venice & Glendon,2/27/2019,Westside,Inactive,34.017681,-118.409081
4356,CicLAvia Downtown Culver City Hub,3/1/2019,Westside,Inactive,34.027771,-118.387260
4357,CicLAvia Palms Hub,3/1/2019,Westside,Inactive,34.028660,-118.410294
4369,Pop-up Station at CicLAvia Culver City Hub,3/1/2019,Westside,Inactive,34.024570,-118.394081
4372,Public Bike Rack: Culver City Expo Line,3/19/2019,Westside,Inactive,34.027882,-118.388901
4373,Public Bike Rack: Westwood/Rancho Park Expo Line North,3/19/2019,Westside,Inactive,34.161709,-118.372849
4374,Public Bike Rack: Westwood/Rancho Park Expo Line South,3/19/2019,Westside,Inactive,34.168751,-118.361870
4378,Palms & Kelton,3/21/2019,Westside,Inactive,34.022331,-118.415771
4379,Sepulveda & Charnock,3/20/2019,Westside,Inactive,34.017368,-118.420601
4380,Centinela & Lucile,3/20/2019,Westside,Inactive,33.982922,-118.410927
4381,Sepulveda & Lucerne,3/20/2019,Westside,Inactive,34.000210,-118.402222
4382,Westwood & National,3/20/2019,Westside,Inactive,34.030472,-118.420982
4383,McLaughlin & Venice,4/29/2019,Westside,Inactive,34.009022,-118.425011
4384,Inglewood & Ballona,7/2/2019,Westside,Inactive,33.990318,-118.412048
4385,Public Bike Rack: Westwood/Rancho Park Expo Line,3/19/2019,Westside,Inactive,34.036678,-118.425339
4387,Row DTLA,4/1/2019,DTLA,Active,34.033520,-118.241837
4389,Expo/Sepulveda Expo Line Station,5/6/2019,Westside,Inactive,34.035351,-118.434143
4390,Kenmore & 3rd,5/9/2019,DTLA,Active,34.069271,-118.296593
4393,Durango & Venice,7/3/2019,Westside,Inactive,34.026829,-118.393517
4394,Westlawn & Beatrice,7/3/2019,Westside,Inactive,33.980789,-118.414902
4395,Del Rey Day Pop-up,9/15/2019,Westside,Inactive,33.984821,-118.431129
